field0	field1	field2	field3	field4	field5	field6	field7	field8	field9	field10	field11	field12	field13	field14	field15	field16	field17	field18	field19	field20	field21	field22	field23	field24	field25	field26	field27	field28	field29	field30	field31	field32	field33	field34	field35	field36	field37	field38	field39	field40	field41	field42	field43	field44	field45	field46	field47	field48	holidayNameId	holidayDescriptionId	texture	field52	field53	field54	62	18	0	0	0	0	0	0	0	0	0	526449024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	12	11	"calendar_fireworks"	3	-1	1
141	432	0	0	0	0	0	0	0	0	0	531872128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	14	13	"Calendar_WinterVeil"	75	-1	1
181	168	0	0	0	0	0	0	0	0	0	120700928	136675328	154550272	170967040	188071936	204587008	220692480	238338048	254869504	270958592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	15	14	"Calendar_Noblegarden"	2	-1	1
201	168	0	0	0	0	0	0	0	0	0	71319552	88080384	104284160	121044992	138461184	155222016	171982848	188743680	204931072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	13	12	"Calendar_ChildrensWeek"	2	-1	1
283	96	1248	0	0	0	0	0	0	0	0	127301632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	22	22	""	0	2	1
284	96	1248	0	0	0	0	0	0	0	0	127956992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	25	25	""	0	2	1
285	96	1248	0	0	0	0	0	0	0	0	127072256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	23	23	""	0	2	1
301	2	0	0	0	0	0	0	0	0	0	536855424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	6	4	"Calendar_FishingExtravaganza"	0	0	0
321	168	0	0	0	0	0	0	0	0	0	92456960	110118912	126208000	142723072	159823872	176420864	193034240	210106368	226703360	243300352	260388864	276969472	294074368	310671360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	17	16	"Calendar_HarvestFestival"	2	-1	1
324	335	0	0	0	0	0	0	0	0	0	529823808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	16	15	"Calendar_HallowsEnd"	3	-1	1
327	504	0	0	0	0	0	0	0	0	0	101104000	118749568	135346560	151386496	169048448	184924160	201684992	218429440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	18	17	"Calendar_LunarFestival"	3	-1	1
335	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	9	9	"Calendar_LoveInTheAir"	2	-1	1
341	336	0	0	0	0	0	0	0	0	0	525678592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	11	10	"Calendar_Midsummer"	2	-1	1
353	96	1248	0	0	0	0	0	0	0	0	127186944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	24	24	""	0	2	1
372	168	384	0	0	0	0	0	0	0	0	528693248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	7	8	"Calendar_Brewfest"	2	-1	1
374	48	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	1	"Calendar_DarkmoonFaireElwynn"	1	1	0
375	48	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	26	"Calendar_DarkmoonFaireMulgore"	1	1	0
376	48	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	27	"Calendar_DarkmoonFaireTerokkar"	1	1	0
398	24	0	0	0	0	0	0	0	0	0	528791552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	21	21	"Calendar_PiratesDay"	0	-1	1
400	96	1248	0	0	0	0	0	0	0	0	128071680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	41	41	""	0	2	1
404	167	0	0	0	0	0	0	0	0	0	161824832	178585664	195346496	212090944	228966464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	101	101	"Calendar_HarvestFestival"	2	-1	1
406	0	0	0	0	0	0	0	0	0	0	144914432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	61	61	"Calendar_WotLKLaunch"	0	-1	0
409	47	0	0	0	0	0	0	0	0	0	530593856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	3	0	0	0	0	0	0	0	0	0	81	81	"Calendar_DayOfTheDead"	2	-1	1
