field0	field1	field2	field3	field4	field5	field6	field7	field8	field9	field10	field11	field12	field13	field14	field15	field16	field17	field18	field19	field20	field21	field22	field23	field24	field25	field26	field27	field28	field29	field30	1	12298	"CREATURE\BASILISK\BASILISK.M2"	1	1	1	7	18	12	1	0	0	0	1	0.6112	2.031	1.822198	-6.074674	-2.917284	-0.33518	1076997153	1078318288	1074035769	1065353216	1065353216	0	0	0	0	0	1065353216
2	2	"CREATURE\BOGBEAST\BOGBEAST.M2"	1	1	1	-1	18	12	1	0	0	0	2	0.611112	2.03128	1.504953	-0.801268	-2.568277	-0.187448	1071680231	1074213272	1077262540	1065353216	1065353216	0	0	0	0	0	1065353216
3	2	"CREATURE\CENTAUR\CENTAUR.M2"	1	1	1	-1	18	12	1	0	0	0	3	0.6112	2.031	1.911771	-1.457067	-0.511171	-0.004721	1065447152	1057438027	1076945962	1065353216	1065353216	0	0	0	0	0	1065353216
4	2	""	1	1	1	0	18	12	1	0	0	0	4	0	0	0	0	0	0	0	0	0	1065353216	1065353216	0	0	0	0	0	1065353216
5	4098	"CREATURE\DARKHOUND\DARKHOUND.M2"	1	1	1	-1	18	12	1	0	0	0	5	0.6112	1.667	0	-1.346205	-0.473692	-0.010816	1062324090	1054395244	1070553381	1065353216	1065353216	0	0	0	0	0	1065353216
6	12297	"CREATURE\DRAGONWHELP\DRAGONWHELP.M2"	0	1	1	-1	18	12	1	0	0	0	6	0.611112	2.03128	0	-0.757493	-1.193324	0.991577	1059207722	1067039695	1078735655	1065353216	1065353216	0	0	0	0	0	1065353216
8	0	"CREATURE\FURBOLG\FURBOLG.M2"	1	1	1	7	18	12	1	0	0	0	8	0.6112	2.031	0	-0.586774	-0.951519	-0.00077	1066055770	1064544722	1073474630	1065353216	1065353216	0	0	0	0	0	1065353216
9	4099	"CREATURE\GHOST\GHOST.M2"	1	1	1	4	18	12	1	0	0	0	9	0.6112	2.031	0	-1.899858	-1.924722	-0.331675	1068777505	1069733579	1078395828	1065353216	1065353216	0	0	0	0	0	1065353216
10	0	"CREATURE\GNOLL\GNOLL.M2"	1	1	1	7	18	12	1	0	0	0	10	0.6112	2.031	0.891646	-0.777	-0.700137	0.000479	1060852879	1061402450	1071696681	1065353216	1065353216	0	0	0	0	0	1065353216
11	0	"CREATURE\GRELL\GRELL.M2"	0	1	1	4	18	12	1	0	0	0	11	0.611112	2.03128	0	-1.434986	-0.768818	-0.002779	1060271448	1060974178	1068903770	1065353216	1065353216	0	0	0	0	0	1065353216
12	1	"CREATURE\HARPY\HARPY.M2"	1	1	1	-1	18	12	1	0	0	0	12	0.6112	2.031	0	-0.560316	-1.667411	0.857127	1058721300	1071202274	1083265465	1065353216	1065353216	0	0	0	0	0	1065353216
13	0	"CREATURE\HUFMCITIZENLOW\HUFMCITIZENLOW.M2"	1	1	1	1	18	12	1	0	0	0	13	0.5097	2.031	0	-0.19898	-0.378926	-0.014416	1053284526	1050993697	1072870222	1065353216	1065353216	0	0	0	0	0	1065353216
14	0	"CREATURE\HUFMCITIZENMID\HUFMCITIZENMID.M2"	1	1	1	1	18	12	1	0	0	0	14	0.5097	2.031	0	-0.2308	-0.378927	-0.014415	1053284358	1050993832	1072763108	1065353216	1065353216	0	0	0	0	0	1065353216
15	0	"CREATURE\HUFMMERCHANT\HUFMMERCHANT.M2"	1	1	1	1	18	12	1	0	0	0	15	0.5097	2.031	0	-0.198984	-0.378927	-0.014415	1053284358	1050993832	1072916989	1065353216	1065353216	0	0	0	0	0	1065353216
16	0	"CREATURE\HUMANTHIEF\HUMANTHIEF.M2"	1	1	1	1	18	12	1	0	0	0	16	0.555556	1.88908	1.151695	-0.489041	-0.398861	-0.014148	1058310795	1050788546	1071878479	1065353216	1065353216	0	0	0	0	0	1065353216
17	0	"CREATURE\HUMLBLACKSMITH\HUMLBLACKSMITH.M2"	1	1	1	1	18	12	1	0	0	0	17	0.6112	2.031	0	-0.29474	-0.582371	-0.007053	1057290992	1057896951	1073777991	1065353216	1065353216	0	0	0	0	0	1065353216
18	0	"CREATURE\HUMLMAGICSMITH\HUMLMAGICSMITH.M2"	1	1	1	1	18	12	1	0	0	0	18	0.5097	2.031	0	-0.29474	-0.689696	-0.007052	1058941585	1057896951	1074897527	1065353216	1065353216	0	0	0	0	0	1065353216
19	0	"CREATURE\HUMLMERCHANT\HUMLMERCHANT.M2"	1	1	1	1	18	12	1	0	0	0	19	0.5097	2.031	0	-0.293407	-0.581778	-0.006811	1057216484	1057885912	1073785428	1065353216	1065353216	0	0	0	0	0	1065353216
20	0	"CREATURE\HUMLUPPERCITIZEN\HUMLUPPERCITIZEN.M2"	1	1	1	1	18	12	1	0	0	0	20	0.5097	2.031	0	-0.293581	-0.581822	-0.006811	1057218162	1057885476	1073952609	1065353216	1065353216	0	0	0	0	0	1065353216
21	0	"CREATURE\HUMNGUARDBIG\HUMNGUARDBIG.M2"	1	1	1	1	18	12	1	0	0	0	21	0.5097	2.031	0	-0.524196	-0.47091	-0.002551	1054561775	1057256800	1074696032	1065353216	1065353216	0	0	0	0	0	1065353216
22	0	"CREATURE\HUMSCITIZENMID\HUMSCITIZENMID.M2"	1	1	1	1	18	12	1	0	0	0	22	0.6112	2.031	1.166689	-0.7177	-0.869459	-0.000788	1052536597	1061149919	1073847764	1065353216	1065353216	0	0	0	0	0	1065353216
23	0	"CREATURE\HUMSMERCHANT\HUMSMERCHANT.M2"	1	1	1	1	18	12	1	0	0	0	23	0.5097	2.031	0	-0.24361	-0.537323	-0.001524	1057016164	1057645444	1073843666	1065353216	1065353216	0	0	0	0	0	1065353216
24	2	"CREATURE\INFERNAL\INFERNAL.M2"	1	1	1	5	18	12	1	0	0	10	24	0.611112	2.03128	0	-1.439007	-2.751234	0.030889	1065854687	1076791653	1082401220	1065353216	1065353216	0	0	0	0	0	1065353216
25	0	"CREATURE\KEEPEROFTHEGROVE\KEEPEROFTHEGROVE.M2"	1	1	1	6	18	12	1	0	0	0	25	0.611112	2.03128	1.995838	-1.852656	-1.001164	-0.021839	1069297523	1070220370	1082421531	1065353216	1065353216	0	0	0	0	0	1065353216
26	0	"CREATURE\KOBOLD\KOBOLD.M2"	0	1	1	1	18	12	1	0	0	0	26	0.6112	2.031	0.885781	-0.981126	-0.552605	-0.008109	1064407098	1056314290	1067325369	1065353216	1065353216	0	0	0	0	0	1065353216
27	4096	"CREATURE\KODOBEAST\KODOBEAST.M2"	3	1	1	1	18	12	1	0	1	10	27	0.6112	2.031	3.542867	-7.381371	-2.445921	-0.013299	1079423357	1074888907	1084997107	1065353216	1065353216	0	0	0	0	0	1065353216
28	2	""	1	1	1	-1	18	12	1	0	0	0	28	0	0	0	0	0	0	0	0	0	1065353216	1065353216	0	0	0	0	0	1065353216
29	12288	"CREATURE\LOSTONE\LOSTONE.M2"	1	1	1	4	18	12	1	0	0	0	29	0.6112	2.031	1.043115	-0.569406	-0.520267	-0.004756	1050553564	1057488980	1073313435	1065353216	1065353216	0	0	0	0	0	1065353216
30	4098	"CREATURE\MINESPIDER\MINESPIDER.M2"	1	1	2	-1	18	12	1	0	0	0	30	0.6112	2.031	0	-2.203223	-2.200133	-0.017909	1081645247	1074569603	1073905880	1065353216	1065353216	0	0	0	0	0	1065353216
31	0	"CREATURE\MURLOC\MURLOC.M2"	1	1	1	4	18	12	1	0	0	0	31	0.611112	2.03128	0.387196	-0.604078	-0.496664	-0.001952	1054727635	1056743686	1067745832	1065353216	1065353216	0	0	0	0	0	1065353216
32	0	"CREATURE\OGRE\OGRE.M2"	3	1	1	4	18	12	1	0	0	10	32	0.611112	2.03128	1.346687	-0.571247	-0.994102	-0.01056	1057236634	1065183850	1077433751	1065353216	1065353216	0	0	0	0	0	1065353216
33	0	"CREATURE\OGRE\OGREMAGE.M2"	3	1	1	1	18	12	1	0	0	10	33	0.611112	2.03128	1.346687	-0.571247	-0.994103	-0.010559	1057236634	1065183850	1077448775	1065353216	1065353216	0	0	0	0	0	1065353216
34	0	"CREATURE\RAPTOR\RAPTOR.M2"	1	1	1	5	18	12	1	0	0	0	34	0.6112	2.031	2.520609	-4.362842	-1.163289	-0.062383	1073653609	1074273251	1078835676	1065353216	1065353216	0	0	0	0	0	1065353216
35	2	"CREATURE\SEAGIANT\SEAGIANT.M2"	4	1	1	4	18	12	1	0	1	11	35	0.6112	2.031	5.148509	-2.380527	-4.277986	-0.150071	1071127422	1083067018	1090294311	1061997773	1061158912	0	0	0	0	0	1065353216
